,aave_usd,algorand_usd,aptos_usd,arbitrum_usd,aster-2_usd,avalanche-2_usd,bfusd_usd,binance-bridged-usdc-bnb-smart-chain_usd,binance-bridged-usdt-bnb-smart-chain_usd,binance-peg-weth_usd,binance-staked-sol_usd,binancecoin_usd,bitcoin-cash_usd,bitcoin_usd,bitget-token_usd,bittensor_usd,blackrock-usd-institutional-digital-liquidity-fund_usd,bridged-wrapped-lido-staked-ether-scroll_usd,canton-network_usd,cardano_usd,chainlink_usd,coinbase-wrapped-btc_usd,cosmos_usd,crypto-com-chain_usd,dai_usd,dogecoin_usd,ethena-staked-usde_usd,ethena-usde_usd,ethena_usd,ethereum-classic_usd,ethereum_usd,falcon-finance_usd,figure-heloc_usd,filecoin_usd,gatechain-token_usd,global-dollar_usd,hash-2_usd,hashnote-usyc_usd,hedera-hashgraph_usd,htx-dao_usd,hyperliquid_usd,ignition-fbtc_usd,internet-computer_usd,janus-henderson-anemoy-aaa-clo-fund_usd,jito-staked-sol_usd,jupiter-perpetuals-liquidity-provider-token_usd,kaspa_usd,kelp-dao-restaked-eth_usd,kucoin-shares_usd,leo-token_usd,litecoin_usd,lombard-staked-btc_usd,mantle_usd,memecore_usd,monero_usd,near_usd,official-trump_usd,okb_usd,ondo-finance_usd,pax-gold_usd,paypal-usd_usd,pepe_usd,pi-network_usd,polkadot_usd,polygon-ecosystem-token_usd,pump-fun_usd,quant-network_usd,rain_usd,ripple-usd_usd,ripple_usd,rocket-pool-eth_usd,shiba-inu_usd,sky_usd,solana_usd,solv-btc_usd,staked-ether_usd,stellar_usd,sui_usd,susds_usd,syrupusdc_usd,tether-gold_usd,tether_usd,the-open-network_usd,tron_usd,uniswap_usd,usd-coin_usd,usd1-wlfi_usd,usds_usd,usdt0_usd,wbnb_usd,weth_usd,whitebit_usd,world-liberty-financial_usd,worldcoin-wld_usd,wrapped-beacon-eth_usd,wrapped-bitcoin_usd,wrapped-eeth_usd,wrapped-solana_usd,wrapped-steth_usd,xdce-crowd-sale_usd,zcash_usd,AAPL,ADBE,AMZN,CRM,CSCO,GOOGL,IBM,INTC,META,MSFT,NFLX,NVDA,ORCL,PYPL,TSLA
ethena-usde_usd,0.2459935279600942,0.19970225930661914,0.12984157188983783,0.20838434243661078,0.12936401894416574,0.2259483901654755,0.20845583385901303,0.0883016357105658,0.12564611404364606,0.24437767435384317,0.18862896265633802,0.17811887976168989,0.24053456271879595,0.22932888806042154,0.0608058718630614,0.1550024168424601,,0.2410808369175934,0.1574506992086693,0.16968008873561735,0.23862447810564943,0.22151625525193233,0.193441280781522,0.2092075031070979,0.0883970297725038,0.22299924941104837,0.30961235650588936,1.0,0.18424172805091793,0.21848358842778698,0.25123276657629257,-0.03695226682624119,-0.053385606065212275,0.10035349072421883,0.18863931333462391,-0.02474705340147088,-0.14605473040052805,0.04505211088615954,0.186997814329827,0.09999332617491875,0.1722317337833418,0.24886627362011288,0.17727542938714363,0.034132416246343306,0.16484995070363953,0.19646502853732922,0.1567435548332996,0.25234937730795143,0.25005518240012964,0.09883249026353234,0.16379636825621774,0.23479991306945536,0.248334445692892,0.049818205537867616,0.006777806978301617,0.16974332298149522,0.20175155152734026,0.06332149458381515,0.23724923737366638,-0.003651000575326704,0.3070921540434006,0.17699944661266606,0.1701953034043121,0.2021844437782346,0.17594788737381264,0.06534372299614363,0.17691142880574626,0.10765784402649482,0.12322187738909357,0.1819674973956546,0.2583684452674101,0.24643064963422884,0.17341805384953476,0.18102694028050553,0.2290994649530782,0.2517301045599728,0.18045243202199504,0.17933020434240246,0.036916132979750375,-0.005707039973892054,-0.042539233021131335,0.36042348326366536,0.16994401532516334,0.11571922468382105,0.1523219735315623,0.0902093622092705,0.1518135178046238,0.29924328982081305,0.1621103905626685,0.17055227867680586,0.2566913880883056,0.10485092027322696,0.18463014579217657,0.18611780411691412,0.2550515602616966,0.23440996619678306,0.2554739091921816,0.17024506955181865,0.2515470918340995,0.0760524275258598,0.13920089346144923,-0.0018506220379764726,-0.10788313891609098,-0.019968639437051877,-0.0755806124192376,-0.010719697377601565,0.004469300058803425,-0.010552009551389784,-0.029720732887422788,0.024190244114498816,0.08756790024297888,0.05219947077538743,0.09366508792982278,0.018343267860010285,-0.05237807843301314,-0.031442828268672694
ethena_usd,0.6733821615667747,0.6957446596719762,0.6660559346708221,0.7363957576709174,0.3841331852020569,0.692527859211557,0.14377885610974317,-0.07851473067746848,0.017079171051865044,0.718547218628221,0.686565784493425,0.5215198966995006,0.5314470503806515,0.6106238147974941,0.37798906824899714,0.5975065267730973,,0.7188283704257209,0.3711302062459332,0.6346365898692556,0.7239602350832576,0.6110577321134821,0.6707897674592322,0.5360395636300017,-0.03005578075163717,0.7524629309786538,0.13191470847520861,0.18424172805091793,1.0,0.6791466821827642,0.7206952593827357,0.17813448194304674,0.05156292994430733,0.5903372744041847,0.5201468349553323,-0.039826422890453135,0.06605422576406304,0.04442000575790315,0.6589296993372612,0.3245714186207522,0.5368656092437512,0.5889021862513626,0.5652639759503518,0.171507567326021,0.6889947929867021,0.7092528004573893,0.5720703565386829,0.7198138079012146,0.45629316541628856,0.18157021886354302,0.6225174763794762,0.6060301578224433,0.4669381219433099,0.058070829408270165,0.28918904143976315,0.6930057020544408,0.5022695156095085,0.22001865983228552,0.6570646236270627,-0.04204423568419967,-0.007530355320660447,0.7482198101440293,0.2595211083673658,0.7184206742905027,0.7012387292423379,0.4855190329985958,0.5658425531996358,0.11091936068569663,-0.04324430377146047,0.6168270829865554,0.7199313761405108,0.7670833148314978,0.5550757741639676,0.6905626352687365,0.5992910252669063,0.7193411525987882,0.6242357439517211,0.71342075092372,-0.087781957062936,-0.05747837444127176,-0.0569626305949124,0.19567720189384202,0.6050450224664917,0.38129825196298867,0.6613806798372597,0.07625620917392155,0.15535342499316698,0.01173286414091999,0.07368040021053897,0.5190703877555575,0.7216550305576834,0.2706079584939512,0.5459395083744,0.658593457036013,0.7153640928376744,0.6104478966905915,0.7192153269901869,0.6888371294456334,0.7161995490363465,0.44934476912662025,0.2870859614413167,0.029630332046561136,0.02453817226464262,0.07359181047189005,0.014546003618307369,0.033780186434399104,0.15085159721276645,0.0613105704170727,0.016452835574354736,0.13166757178857943,0.10622310791961667,-0.013440812093683011,0.051618587168714446,0.09447572147632574,0.028070261526371747,0.15811340799683124
ethereum-classic_usd,0.757934394315861,0.8055661228644551,0.8292613296781748,0.8707785564171949,0.41760540269956264,0.8308458205301735,0.1616827150196802,-0.09223551240988212,-0.023924504343241244,0.8388982934221579,0.745689530867495,0.6947084241655458,0.7011468171524607,0.7289420498685493,0.4857220301552154,0.6789960124810749,,0.835680344093929,0.2803671598620745,0.7435454544565987,0.8359963943751492,0.7264664554331669,0.8362059088616997,0.6144691710026431,0.10842482729205336,0.865384643935986,0.1731671437663686,0.21848358842778698,0.6791466821827642,1.0,0.841141414312158,0.12688751450577587,0.06929495113851247,0.8047501203321566,0.617693638346242,-0.0034203842380348703,0.0780088441338402,0.0297598613169833,0.7338980166958577,0.4298104085524987,0.5583028013005362,0.7498558939390597,0.7047565060738947,0.15228478870225481,0.7357714998700272,0.7674217876071873,0.7022246199718442,0.8401044532351034,0.540013917413183,0.20828952179632615,0.7714103830737293,0.7256701992971704,0.5779450365438589,0.045872394245776285,0.43335394473607847,0.8193347544687953,0.5486698052371357,0.32079903623475614,0.7937730492140056,0.04459101310746039,-0.03545713553853217,0.8289695626478609,0.3046801408971164,0.8772053776654727,0.8220831484213037,0.5261708805069408,0.6311438509941325,0.1274447715526144,-0.03675396522711041,0.7062304087301134,0.8387873411412071,0.8641611642535949,0.6039850782209572,0.7341935827409665,0.725456826798801,0.8399205103894232,0.6975645948322593,0.7548543403999564,-0.043245563595881054,0.05704780541853165,0.00912185856882571,0.20105605432354276,0.7092237821295466,0.5149809655391967,0.78743847961761,0.08214225450112692,0.09682842406917713,0.10945897958796985,0.0695947869941598,0.6895178301775489,0.8388162290181717,0.3887820642067465,0.6729668554342011,0.7329279830539299,0.8465779703799626,0.7292698614262493,0.8384014526614313,0.7366984621759104,0.8342867225527119,0.5273923541182817,0.3948351362771367,0.043118260210857115,0.04210931759959583,0.0392931355266076,0.04824543002583682,0.0037678122378386695,0.08201375887372446,0.05226142281028743,0.07978940927897019,0.02465256599436898,0.06242869389019643,-0.04451425874045182,0.041867656802032055,0.041677574187907934,0.07389060908446073,0.13363633765133692
ethereum_usd,0.8321186299170492,0.7841426107979595,0.7631088584917608,0.8423879272836079,0.44506039766678007,0.8219055089163533,0.1754794935739523,-0.08079364838804987,0.032505257042058956,0.9991278066388694,0.805402733191206,0.7134240138126623,0.6597425410831189,0.8225396422936819,0.5069599595316289,0.6942258965406051,,0.998174663728745,0.35022666836994465,0.7927277172944864,0.8623805774577515,0.8215667924490786,0.7490178314583059,0.6176297114998509,0.05577567647967779,0.8647996724771596,0.19446141102967565,0.25123276657629257,0.7206952593827357,0.841141414312158,1.0,0.1613664811870118,0.04167343069806524,0.6519195340270986,0.6525218121556821,-0.027337152523044098,0.003392204750284901,0.05225787383045918,0.7089426938514855,0.46107225614559677,0.6030977758197961,0.8191708841363837,0.6167445319734205,0.1470734113379527,0.7984155945253609,0.8534041676536696,0.6854802235804283,0.9989861651694801,0.6185626385735556,0.1772600747974521,0.7039968579595083,0.8210463666039998,0.5655853691035734,0.04946920478089234,0.4343370750540292,0.8000311226588026,0.557250162677085,0.3320098840161134,0.7942296279908594,0.011843272483329139,-0.06911287937547388,0.8337803267526723,0.28966011177415174,0.8080966301513968,0.8042661656277369,0.5318337868492248,0.6169652623869543,0.2206421918437526,-0.035257870126317564,0.7539756046671244,0.9972480052794843,0.8325822097837858,0.615305254377361,0.8012595953761076,0.8166249855234696,0.9995817998344042,0.7139361579571024,0.7851830986751273,-0.03137519726934124,0.09202337869072716,-0.013635805690813355,0.2841318733096833,0.6928546270202238,0.5245723818470418,0.7760706977758863,0.05848922102205638,0.11600149647172484,0.04857727056157046,0.11387001230716651,0.7121776748026173,0.9992260483550002,0.4186367259905363,0.587063959018461,0.6804139565403602,0.9981298719289766,0.8251256992130898,0.99892921106187,0.7994117660441643,0.996154340026873,0.48289628435997123,0.3431821430403154,0.03322238482865438,0.04593231000950814,0.050468456105998344,0.02245266281657771,-0.008473182317276897,0.08132674897336406,-0.0034836757704625717,0.04907794859148606,0.021360008732339026,0.047083553490241604,-0.04117323431398251,0.041873316190858156,0.08571610732476334,0.030288239998243444,0.13608896140342003
falcon-finance_usd,0.13882050228046397,0.09908684792233094,0.12485499509685588,0.12996877859817207,0.07609876231423325,0.09299450836281449,0.19520494054918403,-0.1707327770729361,0.03471289742414751,0.16444600967786463,0.10635570435658387,0.0492639499392573,0.08181901053824732,0.11121629722279393,0.10786066948924375,0.0763587880315124,,0.15918565350344643,0.05249327519883981,0.09198393453752703,0.10519677434589972,0.11025901158496049,0.05211954908669386,0.038776914071437865,0.011072429836465286,0.10747518265880852,0.016551111197226225,-0.03695226682624119,0.17813448194304674,0.12688751450577587,0.1613664811870118,1.0,0.004288893477256612,0.0785196466048365,0.06325426162202712,0.15101249846725598,-0.12548404660993345,-0.022135341524209734,0.07933871880620771,-0.014164634318229088,0.09540817770576471,0.11655912118610522,0.08216353106052135,0.017563423494002754,0.11781554371581467,0.13545971719658295,0.07273396909398412,0.16032569427376753,0.0428952029831672,-0.033525879549153946,0.03404475724226625,0.10695958136543361,0.0410645248448151,0.01604039810266993,0.04446729614532555,0.11166018927672464,0.06369381580185343,0.006689102890883156,0.08436603772063485,0.09287483299280055,0.022699273475673312,0.12436287953428103,0.15790035434988248,0.08411747919753641,0.10381138359992655,0.04242477906072579,0.003410037026870201,0.0936245790301733,-0.05060890487100401,0.0763144927556356,0.15767365469271122,0.12155785448013463,0.08280453181185775,0.11508639621950878,0.12091462618714338,0.1620768963892562,0.09350722131270753,0.13235779843570292,-0.005568173255995234,0.039118893059932526,0.09212000174067964,0.03275224558384643,0.08077030477757154,-0.025366868417933116,0.12325698006610458,0.019192874264261556,-0.012721295576515988,-0.015247928674592797,0.05611464968899604,0.04974685752380051,0.1617335550745876,0.06159318681156449,-0.06837157399806601,0.05849681300286746,0.1599451581745097,0.10882082809892998,0.15720216020031352,0.11846103585192644,0.15994057588400068,0.008511895721340102,0.017431889605883443,0.002357977760064408,-0.011343816069069763,0.03335157834884192,-0.01477040686620723,-0.15265854478296598,0.04770260904118556,-0.1397237599962403,-0.06398319557806824,0.020984945534646048,0.018599889065952908,-0.019052350398444873,0.044625682743735455,0.024566357241185912,0.026498692275815854,0.07169029938154282
figure-heloc_usd,0.12615026654390382,0.08550920020372771,0.06763301063170139,0.09382764612325303,0.10734630431045052,0.08521136604148696,-0.07711908434192874,-0.13422874553527805,0.10442995406974354,0.04455797600198004,0.08217025544380924,0.07316368541855894,0.0035437141197186624,0.07454083374663435,0.046037203080217234,0.231936313176124,,0.05153344097900348,-0.2143046045682281,0.08516250115418476,0.11124864763630951,0.07766992392662724,0.04350661956987241,-0.010137578723879024,0.060401131295722624,0.07229674823216885,-0.18972076093008824,-0.053385606065212275,0.05156292994430733,0.06929495113851247,0.04167343069806524,0.004288893477256612,1.0,0.07567694349657123,0.16752955435966457,-0.015027779878811008,-0.0056611397791941276,-0.0698437729217727,0.04388076937887222,0.05825329381285722,0.0852772670908368,0.027258238371308686,0.0439757694197693,-0.12344438076429307,0.08844665883124307,0.08484807752623906,0.1132313910791521,0.045395582711450666,0.08534930771880887,0.018790668536650516,0.09372607258259219,0.07762060066803227,0.1075805392928463,-0.051256768077315676,0.12282773480260097,0.06994406214777192,0.16991925337025174,0.06247044864231609,0.039092644533447206,-0.14159166688985206,0.11062063235594503,0.09068430451438901,0.03583970458259433,0.06669617494370052,0.05827156287306407,0.12046909406640272,0.06388016067908951,-0.08772800510683021,-0.01693321397284474,0.11043850023768739,0.045883751424832864,0.08915361147987666,-0.008268921961617576,0.08871066263399,0.08430037678892546,0.04687115208169674,0.11324366456520467,0.11565736139448522,0.03677732775466155,-0.08571338228013446,-0.16452269284858498,-0.04814931606801406,0.1021935885754898,0.12074416535426584,0.05864782440241707,-0.0555419266298618,0.027746246860904822,-0.02703809651467473,0.014834785258843826,0.07854468487275537,0.042653979669738946,0.20540506751349252,0.07716914714407391,0.03759711428332393,0.03948109099657787,0.07829227377343455,0.04849400809842835,0.08747446242737816,0.04424059160344921,0.10855964930656438,0.07944713832489346,0.04637675535434051,-0.031342938487879016,-0.5127328568126668,-0.07010501901372143,-0.027155960962594015,0.03636174574010801,0.07384702044246626,0.03455174742192441,0.16506626159303145,0.14101975629429092,-0.16701594264390737,0.02627507926392225,-0.04847662419540611,-0.12521084970914845,-0.11223187004561182
filecoin_usd,0.6175702182254181,0.7169765170658955,0.7579503135718203,0.744658230351253,0.28517844027854816,0.7129660783481898,0.006594490858018141,-0.08631429757896757,-0.03714486595330083,0.6507095417905484,0.6074160924088228,0.574736128440541,0.540826810801029,0.587439809245566,0.45141677459416674,0.5716614440093079,,0.6468193960339791,0.4063978440161157,0.6245087640654459,0.69605612909983,0.5859857635466982,0.7573660020711274,0.5098330134053886,0.04332692193417884,0.7197144548805304,0.119348333745114,0.10035349072421883,0.5903372744041847,0.8047501203321566,0.6519195340270986,0.0785196466048365,0.07567694349657123,1.0,0.5345122635928587,-0.02223998886934318,0.1118788357025017,0.029238362864721083,0.6112265581940929,0.37385006788433733,0.48319823128573625,0.5917751367315224,0.7418668691144067,0.27833676656844014,0.6071842026739755,0.6254314903834365,0.6114580035293441,0.6522986222569421,0.46535457109092504,0.1588298911902509,0.6980875547649951,0.5834567755033088,0.4851292084170272,0.046089225422353323,0.3946501632689042,0.8190289396935755,0.41422057131963697,0.2932649022577576,0.6735693927832599,-0.015335347065349267,-0.03551052968927556,0.7153995743638277,0.26877446544714173,0.8154299511949653,0.7226018003794143,0.3943512996647995,0.5585966695155893,0.027220251966857616,-0.06713671263581165,0.5746242389403748,0.6502454022070999,0.7442727471845206,0.5272812781787832,0.6033903940027454,0.5842765233328515,0.6497684858053306,0.59872052807667,0.660408467534273,-0.0632055005108864,0.027092052717362577,-0.028633615947872424,0.12233980349698644,0.6206446339299758,0.42899198725634463,0.630103787216442,0.10538367998574792,0.08667056427775983,0.08940805884483703,0.05945089454181317,0.5718254890404261,0.6471746947221573,0.3082050477477391,0.3791641526580675,0.6659686746803896,0.6524230414798394,0.5826289987496177,0.6461780745250967,0.6070179710329802,0.6504221298215734,0.4835771944765508,0.42412815586815106,0.0012226652766960699,0.012157114802754752,0.006932333522978806,0.0037759598949313714,-0.025723208623420885,0.018561968350256367,-0.006548430591701386,0.09041659587880595,0.013731141130899816,0.014440739828581763,-0.041195630433684995,0.023755941662290916,0.03473321419895042,0.04441218833042866,0.07274764435105287
gatechain-token_usd,0.615319648653712,0.6077846005099405,0.566697645015553,0.638159326331509,0.4230684478765198,0.6499673091849394,0.18475725517338232,-0.08389398288377224,-0.0033306608045081255,0.6508644853017059,0.6532802572014426,0.630500719475532,0.49430674224669613,0.6854087724768604,0.5288545340442641,0.5035102763785808,,0.6628133089641501,0.2504708468063908,0.6331384346660941,0.6587520565194654,0.6817242243524252,0.6203110033543936,0.48408061255937523,0.14125823487131312,0.6734187750789864,0.14827431706417096,0.18863931333462391,0.5201468349553323,0.617693638346242,0.6525218121556821,0.06325426162202712,0.16752955435966457,0.5345122635928587,1.0,0.08617677975057783,-0.005403730095771348,0.021356233527830584,0.5478581799180502,0.36625893823941297,0.481986209063508,0.661769750695239,0.4755175791294558,-0.03621800653022655,0.6512370288943772,0.6870070157975192,0.610771108197466,0.6545006148917585,0.5321508429215476,0.18697253517818377,0.5700531535124856,0.6730357998836094,0.4338267656609482,0.053499834116983606,0.3545190203881025,0.6385452049151035,0.43362402335629363,0.4645997662933782,0.6305842647743235,0.07200363935416375,-0.0772675650436474,0.6617780100514313,0.2359553618635876,0.6367700793741442,0.6323489267022996,0.4090608631252384,0.4971385917602703,0.10111140896136188,0.06867656397157,0.6286490623140403,0.6545260330427078,0.6567757949929206,0.4700741028483035,0.6480622267637289,0.6841799763482606,0.6532823640768828,0.5343089348141145,0.6100461566353037,0.0259448102991273,0.02120802853945894,0.03478489972819643,0.29228065284433136,0.5670863137109372,0.4037229171924377,0.5698280305484951,0.05041489746146699,0.11547491930656537,-0.029477940340025224,0.17544386830440314,0.6273591293450311,0.6535256695563245,0.29686898444076504,0.45901577719478825,0.5655807652259185,0.6534627313607266,0.6869219986000674,0.6531508730792823,0.6529929251946658,0.6545094763456708,0.4194542346238908,0.25193206236219523,0.05693261387917292,0.05637090024797587,0.029548745272573534,0.03163189913193122,0.012887077674120988,0.12176298398597196,0.10175040067047017,0.09135056213656756,0.07791323444270071,0.04385575612927554,0.013705807592036252,0.08280844925537277,0.090445960641976,0.017767856208818142,0.1521372763583719
global-dollar_usd,-0.03905362117721858,-0.02167757416976454,-0.019315614769595684,-0.012480246132838295,-0.20085593660931123,-0.016444254352759684,0.23559026857606807,0.03455309784112349,0.11637597934571967,-0.022921730277912767,-0.024330479181315295,-0.005288390130008556,-0.03100905245237705,0.023462914227939374,-0.028531763122704206,-0.011764750717766951,,-0.024603425069969716,0.17692710457359084,0.005463366489189608,0.011599495104739604,0.024219430879479507,-0.029061929360563662,-0.008367650152700502,0.0001479920439284411,-0.0018875804343906077,-0.17341079943126345,-0.02474705340147088,-0.039826422890453135,-0.0034203842380348703,-0.027337152523044098,0.15101249846725598,-0.015027779878811008,-0.02223998886934318,0.08617677975057783,1.0,0.03573349928782867,-0.05808178499638022,0.008027809348609005,-0.0661920573076324,-0.052991402866925864,0.0059412365614072244,-0.0413035805387542,0.12194396334495772,-0.027623905721818307,-0.016782839492885095,-0.03575203347089611,-0.022695030382249893,-0.07023832925801213,0.005727891622102866,-0.05676178102739442,0.021060639038072475,-0.05029504137047712,0.04168131904663503,-0.032522930378577446,-0.00793998917663004,0.02025240102961579,-0.003921734347440765,0.017418426361090537,-0.04659557316522461,-0.014408725433222273,0.028474265252979317,0.04013262556198613,-0.03177526172321182,-0.023997937228803744,0.16852784122928918,-0.037680310513234276,0.1676661339338609,-0.01635772616171622,-0.014192339089874967,-0.020741595947848357,-0.0012147829770257066,-0.0009560784436384637,-0.02977468013348434,0.023104140753210965,-0.026387205777468458,-0.07694776010516578,-0.061849338283710115,-0.011934454281106054,0.030153266256621417,-0.10284009524473585,0.06242315118091558,0.011021288821183497,-0.087184414908568,0.020749315523217456,-0.04223522026512397,-0.07609962702000363,-0.2098718902371391,0.0030860631353367986,0.0016213713552307718,-0.026789218480906766,0.0002399318521240851,0.24187528506091924,0.01569223431250369,-0.028358338067589504,0.02482036612135519,-0.030502584477636218,-0.02517107286437445,-0.014790725249049704,-0.03655638756614384,-0.00899686776660813,-0.001831232014512525,0.06654345945007596,-0.04782052964092077,-0.05411418561313273,0.03942490671815229,0.026174577184365836,0.3127160274754967,0.048357406738172744,0.02271443957567883,-0.18838602138747254,-0.017410261579441297,0.06456419970322917,0.06358999040703964,0.03748097072547526,0.019166511125080096
hash-2_usd,0.011352194181549152,0.052504851832811894,0.09126597451441548,0.05734237722766612,0.050585405495982484,0.07684256085268193,0.1337145409802168,-0.08198283373932132,-0.03321688065799705,0.0029213623618639033,0.03635106019137712,0.0033355254313668678,-0.03869805828262759,0.007569617011267255,0.01237872141528009,0.0019516808144375906,,0.005756717391419035,0.12109672487503058,0.05538576455178297,0.03184446360355858,0.013442604287263595,0.07664811834085031,0.030071576809081083,-0.07538437170651177,0.06734529025762898,0.01638625467432052,-0.14605473040052805,0.06605422576406304,0.0780088441338402,0.003392204750284901,-0.12548404660993345,-0.0056611397791941276,0.1118788357025017,-0.005403730095771348,0.03573349928782867,1.0,0.051249619522089715,0.09686481776467243,0.11711716804931199,0.019301335353563032,0.030747021768739974,0.04899226534008383,0.054997469037950504,0.03408275494773909,0.021496773361198943,0.03825846674362103,0.008270570493250667,0.05292195389693724,-0.05409365841600877,0.1184565178624482,0.015112916923812331,0.01797372870353302,-0.08563622610895977,0.04782873831397335,0.11304081963373033,0.03841844256644288,-0.03958160958612526,0.09546323171714069,-0.0527431279546451,-0.09928816096100372,0.09232697190798439,0.05990696310552423,0.10208508152000874,-0.00765816308384761,0.1356724116435301,0.03941345609763361,0.009129123496839432,-0.010656404321813008,0.011394536915063036,0.007856227759563216,0.10497026947597428,0.050108213503257545,0.027780637080396263,-0.012597409565990949,0.004878721998601678,0.022643752676627073,0.10843966407130114,0.12407014522795672,-0.007848768884595084,-0.04783947983483356,-0.05837158487105022,0.049757731220595625,0.1313482165894646,0.03595057405694383,0.09497207933553413,-0.0815776118272199,0.0892564495534017,0.002213867702863374,0.0005612074076186168,0.0030723512147238343,0.017858318328490424,-0.0269648014960695,0.19602224126180545,0.010444830086860847,0.011800157795543099,0.007194980618602781,0.03034758124041965,0.005579277314389987,0.022423214312846815,0.12125889129523426,-0.14088069209713688,-0.06756254212342773,-0.013470567129784913,0.01787039818364778,-0.037252842249578186,0.03957564718530389,0.003535648563465928,-0.0056440131821598,-0.029367842300102014,0.017888123500159305,-0.0487445537512983,0.03661246899022943,0.27146999390585713,-0.21251812005748016,0.012125184306748879
hashnote-usyc_usd,0.08253824740553822,0.03194543107649132,0.034241657167296734,0.04160267646423442,0.03615235422813164,0.0668710572444257,-0.19733464410863155,-0.015278117644349647,-0.021199018171112825,0.05113471787744228,0.056257858225403995,0.0023293443693180958,0.054779436943740906,0.06640930918958296,0.07160762161330889,0.02669866586499754,,0.05146057591455441,0.006545735841283322,0.10813045450437589,0.0227998524297278,0.06689205385429635,0.0711348880699251,0.03584655068547194,-0.04129968021770255,0.04570190529475978,-0.051122463521046435,0.04505211088615954,0.04442000575790315,0.0297598613169833,0.05225787383045918,-0.022135341524209734,-0.0698437729217727,0.029238362864721083,0.021356233527830584,-0.05808178499638022,0.051249619522089715,1.0,-0.007874025389523033,0.03731934350606471,0.04027047472489522,0.07008533069464272,0.02885516510725689,-0.05884031287364586,0.047551747032522546,0.06038542165483598,-0.015925332636573853,0.05656443631898862,0.04184800970293406,-0.04775449696957537,0.06780623417314195,0.06877536355885944,0.006227273564481025,-0.07338277908199224,0.021147728418590535,0.028882880192872388,0.06791416712159766,0.03388015045332181,0.05389068061164916,-0.02536215505307992,0.01703644852139381,0.024987513451309472,0.1341810052746284,0.05965443484484762,0.03389435444350748,0.046907601769344213,0.01415125419021059,-0.021349957174503876,0.050297951435236986,0.07826877599774303,0.05736488763551009,0.06912813482539051,-0.04095155154516549,0.05933300307340282,0.05868596871281454,0.0493560035629006,0.027131512732974986,-0.0341991259955481,0.1285304714055214,-0.01110034721634328,0.019450422854368588,-0.05514790402258706,-0.05400524978387439,0.041681851429875044,0.09311892712813648,-0.019851980693867077,-0.0339536683968324,0.06842169773987901,-0.14753121080133763,0.00235163359897466,0.05222811150706297,0.05958283171585545,0.03750860211819238,0.02911326055935485,0.05147851582164627,0.05848702304544378,0.05478290867217204,0.05122306289099153,0.05103836059690855,0.12221369009633967,0.051451970909134774,-0.03641869506833988,-0.11528353431198736,-0.03975061028566062,-0.15321686033144225,0.04945975298000006,-0.033069594273740045,-0.08903034234394654,-0.06410334314955848,-0.07143371313166842,-0.08176558891725634,-0.03515689178101031,-0.13372789855839606,-0.04143833696197348,0.006956096242879139,-0.08307483390424567
hedera-hashgraph_usd,0.7177795345694531,0.8958447857819657,0.72486803151159,0.7452542393955901,0.40880526535733286,0.7770284091201632,0.15785385360766857,-0.12611729192580004,-0.05372970064081794,0.7087909539912111,0.702728415994776,0.6371315221981692,0.5869570574613617,0.7332334763481979,0.41649264586004286,0.6881811938367145,,0.708620340573323,0.26839206265713994,0.7238584489354792,0.7948685238359218,0.7326295781685583,0.7357809181285523,0.615992126450493,0.07278740499331261,0.7856168600957134,0.18465515256397572,0.186997814329827,0.6589296993372612,0.7338980166958577,0.7089426938514855,0.07933871880620771,0.04388076937887222,0.6112265581940929,0.5478581799180502,0.008027809348609005,0.09686481776467243,-0.007874025389523033,1.0,0.40844954425527435,0.5734446004295882,0.7166962968630735,0.622176137488453,0.03680936127236746,0.7014400572838213,0.7259661161155568,0.6583277981111793,0.7092193601280362,0.4794695824988947,0.21995478936203605,0.6825734034467905,0.7262985946433925,0.5455062587564347,0.06689414033112448,0.41894338175375834,0.7458529322282913,0.4886105671330443,0.27809205442436213,0.7977961184777789,0.03687407554173096,-0.06481249834600655,0.7296277192317696,0.28489718332180247,0.7653109854824617,0.7801757629924453,0.5223640131129591,0.6121117293375823,0.05349368625802439,-0.06582651208035009,0.7687843489247492,0.7111622385105401,0.7641702151518608,0.5525312486707554,0.6953162822480974,0.7205134677597579,0.7094881557714571,0.8416283933494539,0.7443568706258659,-0.06516039969900556,0.003836699339583359,0.020862704187878216,0.2397342440299426,0.64364264000848,0.4722937441742795,0.6804493848649672,0.006110423692060099,0.1431934359633444,0.03978933027877091,0.09640358073100502,0.6332575956642115,0.7100436743152574,0.32422970272969776,0.6280228907540477,0.661209570188632,0.7134817579610944,0.7330351229562859,0.7093301348615357,0.7009905441581017,0.7039243251346378,0.5756202863582004,0.3245014325768733,0.024163209242194273,-0.0008941980383709406,0.06337615745385335,0.03175371821696856,-0.005398766581351104,0.1364778641601244,0.10072641329646156,0.08342760291581844,0.013117456975356951,0.00891713768745525,-0.02456980892316459,0.035309584292588916,0.019688669686628395,0.027434566708244842,0.16057514196234327
